body_subsite	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque	subgingival_plaque	supragingival_plaque
OTU9745020	1	6	1	3	0	1	2	0	0	0	0	1	0	0	0	0	8	52	6	32	0	1	0	0	2	4	0	0	13	16	3	2	2	3	7	6	1	1	7	0	1	1	0	0	1	9	0	4	8	7	0	1	0	1	0	0	0	2	6	5	0	1	0	2	5	1	0	4	2	0	0	2	0	3	21	54	0	0	19	0	0	21	1	1	33	12	1	1	1	1	49	7	0	0	11	3	9	34	2	20	4	0	0	1	2	0	2	0	1	5	0	0	2	7	2	17	0	48	10	11	0	0	17	9	0	0	2	12	10	19	0	0	0	1	66	44	0	0	6	11	0	0	24	25	23	9	0	6	0	2	1	2	0	0	0	1	0	3	27	34	14	11	0	0	0	0	18	13	0	0	0	0	10	9	0	0	2	4	1	4	0	0	7	14	1	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	1	1	2	0	0	7	0	2	5	9	0	0	1	1	0	1	0	1	2	6	1	0	2	3	0	1	0	0	15	23
OTU9745028	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	4	5	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	2	7	0	0	0	0	2	1	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	5	11	19	0	0	0	0	1	1	0	0	0	0	0	0	2	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	1	0	0	0	1	0	0	0	0	4	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
OTU9745036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	2	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	5	0	0	0	4	1	3	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	18	3	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	7	6	0	0	1	0	0	0	0	0	0	1	0	0	0	6	0	1	2	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	2	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	3	3	0	0	0	1	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	0	0	0
OTU974505	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	5	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	2	5	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	6	1	0	2	9	11	0	0	2	1	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	1	0	0	12	14	9	2	0	0	0	4	0	0	0	1	0	0
OTU9745053	12	5	0	0	1	10	0	0	11	2	1	3	0	7	2	2	0	0	1	0	0	1	11	21	0	1	0	1	9	3	0	0	2	10	0	0	0	0	3	1	0	2	79	7	0	0	28	30	2	3	1	7	47	13	7	379	0	0	0	0	0	2	0	2	6	28	0	0	1	0	0	6	0	0	0	23	4	34	3	9	0	1	0	0	5	7	3	5	0	0	7	0	2	0	0	5	0	0	0	4	1	2	1	2	7	22	20	9	4	4	3	3	5	4	15	59	9	3	2	1	13	37	1	4	0	6	6	5	4	2	0	0	6	4	0	8	12	51	0	2	19	41	0	0	1	0	20	34	0	4	1	5	0	6	7	7	5	26	1	6	0	1	16	25	1	1	0	0	0	0	7	7	2	7	14	17	9	3	0	3	3	4	0	0	5	7	0	0	0	7	2	4	3	2	0	3	4	13	9	17	4	5	1	4	2	3	9	6	0	0	0	0	4	7	4	1	0	5	6	4	0	0	1	6	0	0	0	0	0	1
OTU9745058	0	0	1	2	0	1	0	0	9	0	0	0	0	0	0	0	0	0	2	1	1	2	0	2	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0	0	0	7	2	0	5	0	0	0	1	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	3	0	0	4	7	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	7	23	0	2	3	0	5	8	5	8	0	0	0	7	0	0	0	1	0	0	0	0	12	11	13	11	0	0	5	1	2	16	1	0	0	0	18	23	0	0	0	0	2	4	0	2	0	2	0	0	2	4	8	20	5	10	2	0	11	21	0	0	0	0	0	0	2	2	1	8	1	2	4	4	1	2	2	5	1	1	0	0	0	0	0	0	1	1	0	0	0	0	5	8	16	10	3	3	2	3	1	2	7	8	0	0	0	1	3	8	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	0
OTU9745085	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	2	1	0	0	0	3	0	0	0	3	2	3	0	0	0	1	1	2	0	2	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	5	0	3	0	9	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	45	3	0	0	5	0	0	0	4	0	11	0	0	0	0	0	3	3	0	0	11	2	0	0	13	1	3	0	5	1	0	0	0	0	0	0	5	1	0	0	0	0	0	1	5	0	1	0	0	0	1	0	1	6	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU9745103	1	0	1	0	6	18	0	0	20	25	6	19	1	23	0	0	0	0	2	0	1	1	2	8	0	1	4	3	2	1	0	1	3	1	0	0	0	0	8	2	2	7	10	3	0	0	4	15	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	8	22	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	2	0	0	0	0	1	0	0	1	0	6	0	0	0	0	0	2	2	0	5	1	1	11	1	3	1	2	0	0	1	0	0	2	0	0	0	1	1	0	0	1	8	6	3	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	4	0	0	0	1	0	0	0	1	0	5	0	0	0	0	2	2	0	0	0	0	0	0	2	4	0	4	1	2	3	3	0	0	6	3	0	0	2	2	0	1	0	1	2	2	1	0	0	0	0	0	0	1	0	0	0	0	2	0	7	4	0	0	0	0	0	0	0	0	0	1	2	6	0	0	0	0	0	0	0	1	0	0
OTU9745105	0	7	0	0	0	0	6	5	13	3	0	8	0	2	0	0	7	0	6	10	0	0	0	0	2	2	0	0	37	37	12	7	2	0	17	20	2	1	5	2	8	1	0	0	1	8	0	11	29	26	14	27	0	0	0	0	1	1	8	3	0	0	0	9	1	0	0	0	0	1	0	1	0	0	1	9	0	2	2	1	0	3	0	0	28	10	0	0	0	2	4	0	0	0	0	0	0	17	5	2	1	0	0	0	14	17	0	0	0	2	0	0	3	1	5	9	4	18	5	3	0	1	4	3	4	6	0	5	8	7	0	1	9	51	1	0	1	0	0	2	14	6	2	1	0	0	0	1	0	4	0	0	0	0	0	2	0	0	2	0	1	4	1	10	8	2	15	15	8	28	10	2	15	4	0	0	2	9	0	2	0	0	14	19	0	2	0	1	6	1	11	10	0	5	0	0	1	3	0	0	5	11	2	1	0	3	25	39	9	10	3	2	5	0	3	4	6	4	3	4	2	1	16	118	1	1	0	0	0	0
OTU9745106	4	11	13	12	0	1	11	4	2	3	3	11	2	3	3	0	1	0	1	0	0	1	7	7	1	1	3	0	13	23	3	1	12	9	12	16	1	0	0	0	2	0	11	14	0	0	4	11	11	18	5	14	16	9	0	0	0	1	0	3	0	1	0	0	1	1	0	1	0	0	1	1	0	5	1	4	8	39	0	1	0	8	0	0	2	9	0	0	0	0	2	0	63	63	0	0	9	4	0	16	3	0	1	1	2	0	2	3	42	19	6	6	3	4	1	4	3	4	0	4	0	0	25	5	3	3	6	10	9	11	0	0	3	6	6	17	22	11	1	1	3	1	23	17	46	24	2	21	3	1	5	10	0	10	1	5	1	6	8	2	2	5	2	2	3	1	9	10	7	9	4	2	3	9	2	2	7	4	0	1	4	2	3	1	1	2	3	9	0	0	0	3	2	4	13	19	3	3	1	7	6	9	3	10	17	16	2	4	10	11	8	5	2	0	8	15	20	14	13	4	0	0	7	4	0	1	0	0	2	1
OTU9745108	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	11	5	17	0	0	0	0	0	1	0	0	7	2	0	1	0	0	3	2	0	0	1	0	0	0	0	0	1	11	0	0	1	3	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	7	0	0	7	0	0	121	25	0	0	0	0	1	0	0	0	2	0	5	35	1	10	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	2	0	14	0	2	0	0	2	2	1	0	0	14	5	17	0	0	0	0	13	6	0	0	2	6	0	0	9	9	6	8	0	1	0	0	0	0	0	0	0	0	0	3	13	24	13	15	0	0	0	0	1	1	0	2	0	0	14	7	0	0	1	10	6	5	0	0	14	19	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	18	28	0	1	1	1	0	3	2	0	5	10	1	2	0	9	0	0	1	0	3	5
OTU9745118	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	6	21	16	39	0	0	0	0	0	0	0	0	6	16	0	0	1	0	5	9	0	0	2	0	1	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	3	0	0	11	0	0	21	6	0	0	0	0	2	0	0	0	0	1	1	14	1	9	0	0	0	0	0	0	3	0	1	4	0	0	0	1	1	1	0	12	0	1	0	0	21	19	0	0	0	2	0	8	0	0	0	0	4	2	0	0	2	3	0	0	4	7	7	3	0	0	0	0	3	4	0	0	0	2	0	1	5	14	1	2	0	0	0	0	20	15	0	0	0	0	5	3	0	0	0	6	1	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	2	0	1	0	18	0	0	9	6	2	3	3	0	0	2	0	0	1	9	0	0	0	3	0	0	0	0	15	23
OTU9745122	0	0	15	16	0	1	0	0	5	0	0	0	0	1	1	21	5	3	16	19	6	11	19	21	2	4	0	0	4	2	1	0	3	3	1	2	2	3	4	0	0	0	21	18	0	15	1	0	0	2	1	3	9	1	0	39	1	0	0	0	2	1	0	1	0	4	0	2	0	1	1	5	0	0	8	10	0	1	8	1	0	9	0	0	8	14	0	5	0	1	3	0	41	28	4	3	11	10	5	25	2	3	2	5	0	1	20	67	16	32	6	4	14	23	1	17	1	7	2	2	2	3	15	8	0	1	37	55	5	11	0	2	0	1	0	7	2	2	14	35	1	0	8	11	59	55	46	53	0	8	35	88	0	0	0	0	38	83	7	8	5	16	0	1	0	0	3	1	1	0	1	0	15	12	0	0	10	22	11	24	1	1	3	5	0	0	0	51	0	0	1	1	0	0	0	1	1	1	2	2	1	0	1	14	10	28	0	0	20	18	0	1	1	1	2	0	2	3	92	30	1	2	0	16	0	0	0	1	5	8
OTU9745128	1	1	0	0	4	27	0	0	10	18	4	12	1	32	0	1	0	0	1	0	0	1	2	1	0	0	0	0	1	0	0	0	4	4	0	0	0	0	3	0	1	0	7	1	0	0	3	4	0	0	0	1	71	27	18	149	0	1	0	0	0	5	0	0	6	34	0	1	0	1	5	12	0	0	2	3	0	1	0	0	0	0	2	0	0	1	0	30	0	0	0	0	1	0	0	5	0	0	0	0	1	5	2	4	1	0	3	4	0	0	3	3	1	5	0	5	0	0	0	1	1	1	0	0	0	1	1	1	2	3	0	0	1	0	0	0	0	0	0	0	4	4	0	0	0	0	1	4	0	0	0	1	0	0	0	7	0	3	0	2	0	0	2	3	1	2	1	0	0	0	0	3	0	6	2	2	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	5	1	2	1	4	0	0	0	0	1	1	0	0	0	0	3	1	0	1	0	1	0	0	0	2	0	0
OTU9745146	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	1	2	0	0	0	0	0	0	0	0	8	0	0	0	9	13	0	0	0	2	2	1	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	4	1	1	3	0	0	1	0	1	0	0	0	0	0	3	6	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0	5	0	0	6	14	0	0	0	0	4	4	0	1	1	0	0	0	0	2	0	1	0	0	0	0	5	11	0	1	0	0	0	0	0	2	1	1	3	3	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	2	0	0	0	1	0	1
OTU9745148	36	22	2	0	7	5	0	0	0	2	0	5	3	2	1	6	0	0	0	0	0	0	19	21	0	2	0	0	11	2	0	0	8	27	2	0	0	0	0	0	1	0	107	120	0	0	50	69	35	26	6	7	7	5	2	4	0	2	1	10	0	8	0	2	14	52	0	0	0	0	0	2	0	0	3	5	64	107	5	32	0	3	0	0	2	2	1	4	0	0	0	1	1	1	0	4	3	1	0	6	0	11	7	7	49	54	22	31	92	92	3	0	3	9	0	2	11	11	0	0	30	112	1	1	0	0	81	40	1	1	0	3	14	6	0	0	10	11	0	0	8	14	0	0	0	0	8	12	5	31	0	0	0	12	3	23	12	37	2	2	0	0	1	3	0	0	1	0	0	2	22	33	13	37	4	3	4	0	0	0	0	1	0	0	5	13	0	0	0	2	0	1	5	1	0	0	0	1	36	19	11	8	8	54	8	9	23	13	0	0	0	0	0	1	0	0	1	10	10	4	0	2	5	5	0	0	1	3	0	1
OTU9745166	0	0	2	3	3	9	0	0	26	0	0	4	0	2	1	0	0	0	0	1	0	0	6	4	1	0	3	2	1	2	19	15	1	3	1	1	21	23	29	11	7	28	11	2	0	0	0	1	3	6	2	11	2	1	1	5	0	0	2	1	0	2	0	2	2	1	0	0	0	0	1	0	0	2	0	0	0	0	5	1	0	1	2	3	0	0	0	10	0	0	0	0	3	2	0	1	2	1	1	1	2	4	4	3	0	1	0	3	0	1	0	0	2	1	0	3	0	1	0	0	2	0	0	0	0	0	9	5	1	3	1	1	0	1	0	0	1	1	0	0	2	0	0	0	2	0	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	2	0	0	4	1	7	1	1	0	0	0	1
OTU9745181	0	15	2	2	0	0	24	12	8	4	0	1	3	19	0	0	10	9	15	44	0	3	0	0	1	1	0	0	14	6	0	0	0	1	6	16	3	1	11	5	1	2	0	0	12	88	1	42	2	4	1	2	1	0	0	0	0	3	32	3	20	32	1	24	1	0	0	1	1	6	0	0	0	1	0	10	0	5	9	1	0	22	0	1	17	2	0	0	1	9	174	17	0	0	1	1	1	4	0	5	0	0	0	0	4	1	2	0	1	14	0	0	8	4	2	14	9	22	0	1	0	6	7	3	1	3	2	15	4	7	0	0	1	13	5	5	0	0	1	5	9	6	4	2	47	17	0	4	0	1	5	0	0	2	3	10	0	0	3	5	6	3	0	7	4	2	24	16	3	23	11	1	11	5	0	0	2	26	0	0	0	0	8	6	2	1	0	0	0	0	4	9	1	19	0	0	1	11	0	0	18	24	2	1	0	1	13	17	8	8	1	3	35	5	6	7	1	2	1	5	1	1	8	46	0	1	1	0	1	6
OTU9745194	0	29	1	4	0	0	11	6	7	3	0	22	0	6	0	0	13	12	15	31	0	1	0	0	13	17	0	0	38	47	2	3	6	7	31	30	1	0	3	1	2	1	0	0	6	49	5	50	74	99	7	27	0	0	0	0	0	2	11	7	2	2	0	9	5	0	0	5	0	0	0	0	0	4	0	9	2	3	12	0	0	20	0	2	82	22	0	1	1	2	24	4	0	0	5	3	10	16	2	17	5	4	2	0	4	7	1	0	0	1	0	0	4	7	6	21	23	21	3	6	3	28	15	17	2	6	1	11	5	22	0	1	13	45	29	22	0	0	8	8	39	5	7	12	31	24	0	4	1	3	4	0	0	1	9	66	0	0	19	20	19	18	1	9	8	10	31	19	3	23	6	4	20	8	0	0	3	15	0	6	0	0	21	19	5	9	0	0	0	0	9	8	0	5	0	0	0	13	0	0	30	84	5	0	0	6	36	42	22	20	7	8	35	15	5	20	3	7	4	11	3	8	19	77	0	1	1	1	5	2
OTU9745195	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	2	0	0	0	0	2	8	0	1	0	0	0	0	0	0	1	2	0	3	0	0	0	1	0	2	2	0	0	1	2	0	0	0	0	0	0	2	0	6	0	0	0	0	10	5	0	0	0	0	0	1	0	0	1	3	0	1	1	5	3	3	0	0	0	1	0	3	0	1	1	3	0	1	1	1	0	0	3	7	0	1	1	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	5	0	1	0	1	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	2	3	1	0	1	1	0	0	0	1	0	0	0	0	5	2	0	0	0	4	0	0	0	1	2	1
OTU9745210	1	1	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	2	1	1	0	1	1	1	2	1	0	3	0	1	0	1	2	0	0	2	3	1	3	1	7	2	1	0	6	1	0	1	0	1	0	0	3	3	2	0	4	0	0	0	0	0	4	1	8	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	1	0	0	2	2	0	0	2	0	0	1	3	1	1	0	0	1	1	0	4	1	0	3	5	3	10	0	1	0	1	2	2	0	0	0	3	0	1	0	0	2	2	0	2	2	0	0	0	0	1	1	0	1	4	1	3	0	0	0	0	0	1	0	0	0	0	1	3	0	0	2	0	3	0	1	0	0	1	1	0	2	1	0	0	8	4	0	0	0	0	2	3	1	2	0	2	1	3	0	0	3	3	1	3	1	1	0	0	0	1	2	6	1	0	0	1	1	0	2	2	2	0	6	0	0	0	3	4	0	0	0	0	1	1
OTU9745223	1	0	9	7	1	3	0	0	5	0	0	1	0	0	1	0	1	1	2	3	2	3	11	13	1	0	0	0	3	0	1	0	3	0	1	1	0	0	1	0	0	0	29	1	0	0	1	5	11	30	7	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	2	0	0	4	2	0	0	0	0	0	0	58	76	0	0	1	0	3	14	0	0	0	1	14	9	0	0	0	4	0	2	1	1	0	0	2	3	0	1	6	11	0	1	0	5	6	7	1	0	0	0	0	4	2	2	5	5	4	3	5	2	0	2	3	2	2	7	1	1	2	4	0	1	1	1	1	4	1	2	2	5	0	2	0	0	3	4	1	2	2	2	1	1	12	7	0	0	0	0	24	27	4	0	4	2	3	2	0	1	7	8	4	0	0	4	1	0	2	4	3	3	2	2	0	2	9	11	3	1	1	4	0	0	1	2	1	0	11	5	0	0	5	6	0	0	0	0	1	0
OTU9745233	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	7	1	0	0	3	4	0	0	0	1	17	3	1	41	0	0	1	0	0	0	0	0	26	28	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	2	7	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	5	0	0	1	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	2	0	0	0	1	0	0
OTU9745246	243	135	43	42	27	343	29	1	213	39	9	21	8	10	45	108	38	39	73	108	41	217	274	290	71	70	21	4	182	50	91	65	66	93	65	81	26	11	79	12	51	29	493	179	9	72	320	343	411	791	230	1120	62	16	1	25	1	3	1	14	3	25	1	3	2	30	4	1	0	2	2	10	0	0	2	2	75	311	42	673	1	37	6	0	20	32	0	29	0	0	22	2	947	985	2	2	36	39	165	629	0	12	12	20	261	333	50	24	402	595	14	10	33	47	0	7	312	45	2	3	1162	2072	44	45	86	240	132	177	30	25	1	4	132	487	4	15	377	364	38	107	451	160	19	26	181	84	360	480	109	295	507	848	0	106	88	183	83	180	14	26	13	46	196	553	22	35	217	142	341	428	111	159	39	30	161	198	26	57	22	60	1158	2158	7	22	131	91	699	144	37	182	204	320	135	110	149	739	110	212	474	463	149	214	4	30	19	63	298	411	36	28	75	107	166	132	197	102	122	68	175	70	4	5	607	854	0	3	0	1	5	7
OTU9745250	1	2	1	0	1	10	0	0	6	0	0	2	0	0	1	2	0	0	0	0	0	1	3	3	0	1	0	1	2	1	2	4	2	0	1	0	0	3	2	0	2	4	8	2	0	0	5	3	4	11	1	10	1	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	2	2	8	0	1	0	0	0	2	0	1	0	0	0	0	8	10	0	0	2	0	1	9	0	0	0	0	1	2	1	0	3	5	0	0	1	2	0	0	1	3	0	0	12	28	0	2	0	3	3	1	1	1	0	1	0	6	0	0	10	11	0	0	1	0	0	0	3	2	0	3	1	1	1	6	0	1	0	1	0	0	0	0	0	0	1	4	1	2	2	2	1	1	0	2	0	0	1	3	0	1	0	0	3	6	0	1	0	0	3	1	1	4	0	0	3	3	1	1	0	2	1	3	1	1	0	0	0	1	0	1	1	0	0	0	2	1	1	0	3	0	4	1	0	0	1	7	0	0	0	0	0	0
